,price,type,address,postcode,number_bedrooms,lat,lng,formatted_address
1339,275000,2 bedroom flat for sale,"Katherine Road, London, E7",E7,2.0,51.5410454,0.0383532,"Katherine Rd, London E7, UK"
1340,275000,2 bedroom flat for sale,Peckham Park Road Peckham SE15,SE15,2.0,51.4787156,-0.0682425,"Peckham Park Rd, London, UK"
1341,275000,1 bedroom apartment for sale,"Putney High Street, London, SW15",SW15,1.0,51.4632453,-0.2158717,"Putney High St, London SW15, UK"
1342,275000,Studio flat for sale,"Galveston House, E1",E1,0.0,51.5221586,-0.039905,"6 Harford St, London E1 4QD, UK"
1343,275000,2 bedroom flat for sale,"Proctor House, London, SE1",SE1,2.0,51.4871916,-0.06903229999999999,"Procter House, Avondale Square, London SE1 5EZ, UK"
1344,295000,1 bedroom flat for sale,"Derby Court, Derby Road, London, E18",E18,1.0,51.5996979,0.0144795,"Derby Court, Derby Rd, London E18 2PT, UK"
1345,275000,2 bedroom flat for sale,"Proctor House, London, SE1",SE1,2.0,51.4871916,-0.06903229999999999,"Procter House, Avondale Square, London SE1 5EZ, UK"
1346,275000,2 bedroom ground floor flat for sale,"Station Street, London, E16",E16,2.0,51.5008444,0.0677759,"Station St, London E16, UK"
1347,275000,1 bedroom apartment for sale,"High Road, East Finchley N2",N2,1.0,51.5921133,-0.1660574,"High Rd, London, UK"
1348,275000,1 bedroom flat for sale,"Parish Lane, Penge SE20",SE20,1.0,51.4165798,-0.0498638,"Parish Ln, London, UK"
1349,275000,Studio apartment for sale,"Wightman Road, London, N4",N4,0.0,51.5792054,-0.1047207,"Wightman Rd, London N4, UK"
1350,275000,1 bedroom flat for sale,"Faversham House, Walworth SE17",SE17,1.0,51.48720369999999,-0.08216749999999999,"Faversham House, London SE17 2RE, UK"
1351,275000,1 bedroom flat for sale,"Rye Lane, Peckham Rye, London, SE15",SE15,1.0,51.4661712,-0.06622259999999999,"Rye Lane & Peckham Rye, London SE15 4NL, UK"
1352,275000,1 bedroom apartment for sale,"Clifton Road, Crouch End, N8",N8,1.0,51.578525,-0.1291381,"Clifton Rd, London N8, UK"
1353,275000,1 bedroom apartment for sale,"Granville Road, North Finchley, N12",N12,1.0,51.6072243,-0.1792688,"Granville Rd, London, UK"
1354,275000,2 bedroom flat for sale,"Taylor Close, Tottenham, London, N17",N17,2.0,51.6057387,-0.0636472,"Taylor Cl, London N17, UK"
1355,275000,1 bedroom flat for sale,"Coleman Court, Kimber Road, London, SW18",SW18,1.0,51.4480224,-0.196225,"Coleman Court, Kimber Rd, London SW18 4NZ, UK"
1356,275000,1 bedroom flat for sale,"Garratt Lane, Wandsworth, London, SW17",SW17,1.0,51.4331734,-0.1810839,"Garratt Ln, London SW17, UK"
1357,275000,Studio flat for sale,"Brett House Close, Putney, London, SW15",SW15,0.0,51.45139,-0.2175065,"Brett House, Putney Heath Ln, London SW15 3JE, UK"
1358,275000,1 bedroom flat for sale,"Amber Court, Colindale Avenue, NW9",NW9,1.0,51.59349479999999,-0.2539202,"Amber Court, Colindale Ave, London NW9 5ET, UK"
1359,275000,Studio apartment for sale,"Westgate House, West Gate, Ealing, London, W5",W5,0.0,51.53132249999999,-0.2957402,"Westgate House, W Gate, London W5, UK"
1361,325000,2 bedroom flat for sale,"Walters Road, South Norwood, London, SE25",SE25,2.0,51.3958213,-0.0837192,"Walter's Rd, London SE25, UK"
1362,325000,Studio flat for sale,"Marshalsea Road, London, SE1",SE1,0.0,51.5018327,-0.0949447,"Marshalsea Rd, London SE1, UK"
1363,325000,2 bedroom flat for sale,"Azure Court, 666 Kingsbury Road, London, NW9",NW9,2.0,51.5853261,-0.2811762,"Azure Court, Kingsbury Rd, Kingsbury Circle, London NW9 9AW, UK"
1364,325000,2 bedroom flat for sale,Ashmore Road London SE18,SE18,2.0,51.4751221,0.0593295,"Ashmore Rd, London SE18, UK"
1365,325000,1 bedroom flat for sale,"Noble Close, London, NW9",NW9,1.0,51.5963924,-0.2548236,"Nobel Cl, Edgware, London NW9, UK"
1366,325000,1 bedroom end of terrace house for sale,Sycamore Grove London SE20,SE20,1.0,51.4128861,-0.0690157,"Sycamore Grove, Anerley, London SE20, UK"
1367,325000,2 bedroom flat for sale,"Oakdale Road, London, E11",E11,2.0,51.5637831,0.0003918,"Oakdale Rd, London E11, UK"
1368,325000,1 bedroom apartment for sale,"Birkbeck Road, London, N17",N17,1.0,51.6005554,-0.071052,"Birkbeck Rd, London N17, UK"
1369,325000,2 bedroom apartment for sale,"Wagner Street, Peckham, SE15",SE15,2.0,51.4790895,-0.0539574,"Wagner St, London SE15, UK"
1370,325000,1 bedroom flat for sale,"Devons Road, Bow, E3",E3,1.0,51.5228166,-0.0172695,"Devons Rd, Bow, London E3, UK"
1371,325000,2 bedroom flat for sale,"Dorset Road, Vauxhall, London, SW8",SW8,2.0,51.4792828,-0.1197906,"Dorset Rd, London SW8, UK"
1372,325000,2 bedroom flat for sale,"Warrior Close, London, SE28",SE28,2.0,51.5030867,0.0880718,"Warrior Cl, London SE28, UK"
1373,325000,1 bedroom flat for sale,"Fawcett Close, London, SW11",SW11,1.0,51.4692521,-0.1742286,"Fawcett Cl, London SW11, UK"
1374,325000,1 bedroom flat for sale,"Wightman Road, London, N4",N4,1.0,51.5792054,-0.1047207,"Wightman Rd, London N4, UK"
1375,325000,1 bedroom flat for sale,"Ashville Road, Leytonstone, London, E11",E11,1.0,51.5619831,0.0002509,"Ashville Rd, London, UK"
1376,325000,1 bedroom apartment for sale,"Shardeloes Road, New Cross, SE14",SE14,1.0,51.4699488,-0.0356796,"Shardeloes Rd, London SE14, UK"
1377,325000,Studio apartment for sale,"35 Indescon Square, London, E14",E14,0.0,51.4981839,-0.0200609,"35 Indescon Square, London E14 9DR, UK"
1378,325000,1 bedroom apartment for sale,"Hutton Grove, North Finchley, London, N12",N12,1.0,51.6129892,-0.181967,"Hutton Grove, London N12, UK"
1379,325000,2 bedroom flat for sale,"Huxley Road, London, E10",E10,2.0,51.5616028,-0.0072785,"Huxley Rd, London E10, UK"
1380,325000,2 bedroom flat for sale,"Elder Gardens, London, SE27",SE27,2.0,51.4274012,-0.0977449,"Elder Gdns, Norwood, London SE27, UK"
1381,325000,2 bedroom flat for sale,"Park Lane, London, N17",N17,2.0,51.6024375,-0.061362,"Park Ln, London N17, UK"
1382,325000,2 bedroom flat for sale,"Thornfield House, Rosefield Gardens, Poplar, London E14 8EP",E14,2.0,51.5098975,-0.0237994,"Thornfield House, 15 Rosefield Gardens, London E14 8EP, UK"
1383,325000,1 bedroom flat for sale,"Dartmouth Place, Forest Hill, SE23",SE23,1.0,51.4367269,-0.0543773,"Dartmouth Pl, London SE23, UK"
1384,325000,2 bedroom flat for sale,"Norman Road, London, E11",E11,2.0,51.5626299,0.0042261,"Norman Rd, London E11, UK"
1385,325000,1 bedroom flat for sale,"Morley Road, London, SE13",SE13,1.0,51.4576696,-0.0099588,"Morley Rd, London SE13, UK"
1386,325000,2 bedroom flat for sale,"Bernard Ashley Drive, London, SE7",SE7,2.0,51.4842361,0.0251162,"Bernard Ashley Dr, London SE7, UK"
1387,325000,1 bedroom apartment for sale,"The Grange, East Finchley N2",N2,1.0,51.592468,-0.1664342,"East Finchley, London, UK"
1388,325000,1 bedroom apartment for sale,"Woodmill Road, Clapton, E5",E5,1.0,51.5649663,-0.0500546,"Woodmill Rd, London E5, UK"
1389,325000,1 bedroom flat for sale,"Shepherds Bush Road, Shepherd's Bush, London, W6",W6,1.0,51.5018169,-0.2222621,"Shepherds Bush Rd, London, UK"
1390,325000,2 bedroom flat for sale,"Whitmore House, East Crescent, New Southgate, London, N11",N11,2.0,51.6204697,-0.1534727,"Whitmore House, East Cres, London N11 3AU, UK"
1391,325000,1 bedroom apartment for sale,"Mayfield Road, Crouch End N8",N8,1.0,51.5793499,-0.1129661,"Mayfield Rd, London N8, UK"
1392,325000,3 bedroom maisonette for sale,Bexley Road London SE9,SE9,3.0,51.4517847,0.0754383,"Bexley Rd, London SE9, UK"
1393,310000,2 bedroom flat for sale,"Folkestone Road, London, E6",E6,2.0,51.5272493,0.0664492,"Folkestone Rd, London E6, UK"
1394,325000,Studio apartment for sale,"Park West Place, Edgware Road, London, W2",W2,0.0,51.5161813,-0.1652875,"Park W Pl, Tyburnia, London W2, UK"
1395,325000,1 bedroom flat for sale,"Waldegrave Road, Crystal Palace, London, SE19",SE19,1.0,51.4159272,-0.0745202,"Waldegrave Rd, London SE19, UK"
1396,325000,1 bedroom maisonette for sale,Rivington Crescent Mill Hill London NW7,NW7,1.0,51.6063795,-0.2467321,"Rivington Cres, London NW7, UK"
1397,325000,1 bedroom flat for sale,"Knights Hill, West Norwood, London, SE27",SE27,1.0,51.429236,-0.1042386,"Knights Hill, Norwood, London SE27, UK"
1398,325000,2 bedroom ground floor flat for sale,"Pembury Road, London, E5",E5,2.0,51.5512792,-0.0586338,"Pembury Rd, London E5, UK"
1399,325000,2 bedroom flat for sale,"Selhurst Road, South Norwood, London, SE25",SE25,2.0,51.3943622,-0.0858909,"Selhurst Rd, London SE25, UK"
1400,325000,1 bedroom apartment for sale,"Emerson Apartments, New River Village, Hornsey, N8",N8,1.0,51.5900007,-0.1159119,"Emerson Apartments, Chadwell Ln, London N8 7RF, UK"
1401,325000,1 bedroom flat for sale,"Effra Court, Brixton Hill SW2",SW2,1.0,51.4584251,-0.1178019,"Brixton Hill, London SW2 1RB, UK"
1402,325000,1 bedroom flat for sale,"Sudeley Court, Broughton Place, Walthamstow, London, E17",E17,1.0,51.6000539,-0.0275647,"7 Broughton Pl, London E17 5FL, UK"
1403,325000,2 bedroom maisonette for sale,"Ling Road, London, E16",E16,2.0,51.5186744,0.021176,"Ling Rd, London E16, UK"
1404,325000,1 bedroom flat for sale,"Voltaire Road, Clapham High Street, London, SW4",SW4,1.0,51.4645417,-0.1309688,"Clapham High St & Voltaire Rd, London SW4 7TR, UK"
1405,325000,1 bedroom flat for sale,"Acre Lane, London, SW2",SW2,1.0,51.4598216,-0.1214168,"Acre Ln, London SW2, UK"
1407,325000,2 bedroom maisonette for sale,"Granby Road, Eltham SE9",SE9,2.0,51.463787,0.0551883,"Granby Rd, London SE9, UK"
1408,325000,1 bedroom apartment for sale,"Holloway Road, London, N19",N19,1.0,51.5603678,-0.1232599,"Holloway Rd, London N19, UK"
1409,325000,2 bedroom flat for sale,"Stubbs Drive, South Bermondsey, London, SE16",SE16,2.0,51.4882381,-0.0598382,"Stubbs Dr, London SE16, UK"
1410,325000,1 bedroom flat for sale,"Bentham Walk, London, NW10",NW10,1.0,51.54102289999999,-0.2530945,"London NW10, UK"
1411,325000,1 bedroom apartment for sale,"Kingsway, North Flinchley, N12",N12,1.0,51.6124902,-0.1768106,"Kingsway, London N12, UK"
1412,325000,1 bedroom apartment for sale,"Kerwick Close, London, N7",N7,1.0,51.5441227,-0.11913,"Kerwick Cl, London N7, UK"
1413,325000,1 bedroom apartment for sale,"Streatleigh Court, Streatham High Road, London, SW16",SW16,1.0,51.4376149,-0.1266561,"Streatleigh Court, Streatham High Rd, London SW16 1EG, UK"
1414,325000,1 bedroom apartment for sale,"Hester House, Lewisham SE13",SE13,1.0,51.4675882,-0.0138639,"London SE13 7FL, UK"
1415,325000,1 bedroom flat for sale,"Woodland Grove, Greenwich, London, SE10",SE10,1.0,51.4845534,0.0045281,"Woodland Grove, London SE10, UK"
1416,325000,3 bedroom maisonette for sale,"The Woodlands, Upper Norwood, London, SE19",SE19,3.0,51.4159946,-0.0984983,"The Woodlands, London SE19, UK"
1417,325000,1 bedroom apartment for sale,"Western Gateway, Royal Docks, London, E16",E16,1.0,51.5080907,0.0196768,"Western Gateway, London E16, UK"
1418,325000,1 bedroom flat for sale,South Road Forest Hill SE23,SE23,1.0,51.4380101,-0.0489403,"South Rd, London SE23, UK"
1419,325000,2 bedroom flat for sale,"Somerset Gardens, Creighton Road, London, N17",N17,2.0,51.6053895,-0.073463,"4 Creighton Rd, London N17 8NW, UK"
1420,325000,Studio apartment for sale,"Parkhurst Road, Islington, London, N7",N7,0.0,51.5553512,-0.1221343,"Parkhurst Rd, London N7, UK"
1421,325000,1 bedroom flat for sale,"Coppermill Lane, Walthamstow, London, E17",E17,1.0,51.5803038,-0.0403725,"Coppermill Ln, London E17, UK"
1422,325000,2 bedroom flat for sale,"OVER 60S ONLY. Green Lanes, London, N21",N21,2.0,51.6298245,-0.0971887,"Green Lanes, London N21, UK"
1423,325000,1 bedroom apartment for sale,"Hampden Road, Crouch End, London, N8",N8,1.0,51.5874804,-0.1068804,"Hampden Rd, Harringay Ladder, London N8, UK"
1424,325000,2 bedroom flat for sale,"Kingswood Estate, London, SE21",SE21,2.0,51.429945,-0.0822966,"Kingswood Estate, London SE21, UK"
1425,325000,Studio flat for sale,"Mortimer Crescent, Maida Vale, London, NW6",NW6,0.0,51.5374531,-0.1878649,"Mortimer Cres, London NW6, UK"
1426,325000,2 bedroom flat for sale,"Kingswood Estate, West Dulwich, London, SE21",SE21,2.0,51.429945,-0.0822966,"Kingswood Estate, London SE21, UK"
1427,325000,Studio flat for sale,"Sherbourne Court, Earls Court, London, SW5",SW5,0.0,51.4949287,-0.1924297,"180 Cromwell Rd, London SW5 0ST, UK"
1428,325000,2 bedroom flat for sale,"Upper Clapton Road, London, E5",E5,2.0,51.5630068,-0.0581241,"Upper Clapton Rd, London E5, UK"
1429,325000,Studio flat for sale,"Molyneux Street, W1H",W1H,0.0,51.5177338,-0.1640661,"Molyneux St, London W1H, UK"
1430,325000,1 bedroom flat for sale,"Copley Close, London, W7",W7,1.0,51.522692,-0.3315901,"Copley Cl, London W7, UK"
1431,325000,1 bedroom apartment for sale,"Hampden Road, Harringay Ladder, London, N8",N8,1.0,51.5874804,-0.1068804,"Hampden Rd, Harringay Ladder, London N8, UK"
1432,325000,1 bedroom apartment for sale,"Wood Vale, Forest Hill, London, SE23",SE23,1.0,51.4461805,-0.0630158,"Wood Vale, London SE22, UK"
1433,325000,1 bedroom flat for sale,"McDowall Road, London, SE5",SE5,1.0,51.4738634,-0.098697,"McDowall Rd, London SE5, UK"
1434,325000,2 bedroom flat for sale,"Gracefield Gardens, Streatham, London, SW16",SW16,2.0,51.432375,-0.1250239,"Gracefield Gardens, London SW16, UK"
1435,325000,1 bedroom flat for sale,"Brine House, St Stephens Road, Victoria Park, London, E3",E3,1.0,51.5329306,-0.03378030000000001,"Brine House, St Stephen's Rd, Bow, London E3 5PG, UK"
1436,325000,1 bedroom apartment for sale,"Warfield Road, Kensal Green, London, NW10",NW10,1.0,51.5290736,-0.2180551,"Warfield Rd, London NW10, UK"
1437,325000,1 bedroom apartment for sale,"Westgate Apartments, 14 Western Gateway, London, E16",E16,1.0,51.5082302,0.0214894,"Westgate Apartments, 14 Western Gateway, London E16 1BN, UK"
1438,325000,2 bedroom flat for sale,"Font Hills, East Finchley, London, N2",N2,2.0,51.5974461,-0.1782137,"Font Hills, London N2, UK"
1439,325000,1 bedroom flat for sale,"Imperial Heights, South Woodford, London, E18",E18,1.0,51.5967728,0.0249911,"Imperial Heights, Queen Mary Ave, London E18 2FJ, UK"
1440,325000,1 bedroom flat for sale,"Hildreth Street, Balham, London, SW12",SW12,1.0,51.4445178,-0.1511904,"Hildreth St, London SW12, UK"
1441,325000,1 bedroom flat for sale,"Victoria Road, Acton, W3",W3,1.0,51.5244028,-0.2569485,"Victoria Rd, London W3, UK"
1442,325000,Studio apartment for sale,"Shakespeare Road, Finchley, London, N3",N3,0.0,51.6030574,-0.193193,"Shakespeare Rd, London N3, UK"
1443,325000,1 bedroom apartment for sale,"Avro House, 5 Boulevard Drive, NW9",NW9,1.0,51.596127,-0.2420936,"Avro House, 5 Boulevard Dr, London NW9 5HF, UK"
1444,300000,Studio flat for sale,"Wandsworth Bridge Road, Fulham, London, SW6",SW6,0.0,51.4702035,-0.1910581,"Wandsworth Bridge Rd, London SW6, UK"
1445,325000,1 bedroom apartment for sale,"Murfett Close, London, SW19",SW19,1.0,51.4396036,-0.2160512,"Murfett Cl, London SW19, UK"
1446,325000,2 bedroom flat for sale,"Siege House, London, E1 2HQ",E1,2.0,51.5148622,-0.05606510000000001,"Siege House, Sidney St., London E1 2HQ, UK"
1447,325000,2 bedroom flat for sale,"Lockwood Place, London E4",E4,2.0,51.608407,-0.0161873,"Lockwood Pl, London E4, UK"
1448,325000,1 bedroom apartment for sale,"Boden House, Woodseer Street, London, E1",E1,1.0,51.5203924,-0.06940489999999999,"Boden House, Woodseer St, London E1 5JF, UK"
1449,325000,1 bedroom flat for sale,"Coppermill Lane, Walthamstow, London, E17",E17,1.0,51.5803038,-0.0403725,"Coppermill Ln, London E17, UK"
1450,325000,1 bedroom flat for sale,"20 Catterick Close, London, N11",N11,1.0,51.6103224,-0.1477502,"20 Otley Ct, Catterick Cl, London N11 3GD, UK"
1451,325000,1 bedroom flat for sale,"Hammers Lane, Mill Hill, NW7",NW7,1.0,51.6170673,-0.2364158,"Hammers Ln, London NW7, UK"
1452,325000,1 bedroom flat for sale,"Kinloch Street, Holloway, London, N7",N7,1.0,51.5593215,-0.11369,"Kinloch St, London N7 7LN, UK"
1453,325000,1 bedroom apartment for sale,"New Cross Road, London, SE14",SE14,1.0,51.4753495,-0.0385935,"New Cross Rd, London SE14, UK"
1454,325000,1 bedroom flat for sale,"Shipbuilding Way, London, E13",E13,1.0,51.531848,0.0389723,"Shipbuilding Wy, London E13, UK"
1455,325000,3 bedroom maisonette for sale,"Devonshire Road, London, E16",E16,3.0,51.5132852,0.0301827,"Devonshire Rd, London E16, UK"
1456,325000,2 bedroom flat for sale,"Green Street, London, E13",E13,2.0,51.5343411,0.0358286,"Green St, London E13, UK"
1457,325000,1 bedroom flat for sale,"The Oval, London, E2",E2,1.0,51.532836,-0.0592064,"The Oval, London E2, UK"
1458,325000,2 bedroom apartment for sale,"Bessborough Road, Putney, SW15",SW15,2.0,51.445746,-0.2391544,"Bessborough Rd, London SW15, UK"
1459,325000,2 bedroom terraced house for sale,"Walsham Close, London, SE28",SE28,2.0,51.5075965,0.1257399,"Walsham Cl, London SE28, UK"
1460,325000,Studio flat for sale,"Edgware Road, London, W2",W2,0.0,51.5187944,-0.1684379,"Edgware Rd, London W2, UK"
1461,325000,1 bedroom apartment for sale,"Birkbeck Road, London, N17",N17,1.0,51.6005554,-0.071052,"Birkbeck Rd, London N17, UK"
1462,325000,1 bedroom flat for sale,"Kings Grove, London, SE15",SE15,1.0,51.4754621,-0.0589153,"King's Grove, London SE15, UK"
1463,300000,1 bedroom apartment for sale,"2 Shipbuilding Way, London, E13",E13,1.0,51.5316525,0.03936870000000001,"2 Shipbuilding Wy, London E13 9DW, UK"
1464,325000,2 bedroom flat for sale,"Lucas Court, Strasburg Road, London, SW11",SW11,2.0,51.4742543,-0.1517325,"Strasburg Rd, London SW11, UK"
1465,325000,Studio apartment for sale,"Java House, London City Island, London, E14",E14,0.0,51.5114898,0.005385099999999999,"15 Botanic Sq, Leamouth Peninsula, London E14 0LG, UK"
1466,325000,1 bedroom flat for sale,"High Mount, Hendon, London, NW4",NW4,1.0,51.58096279999999,-0.2353155,"High Mt, Station Rd, London NW4 3SS, UK"
1467,325000,1 bedroom flat for sale,"116 Mitcham Lane, SW16",SW16,1.0,51.42443309999999,-0.141813,"116 Mitcham Ln, London SW16 6NR, UK"
1468,325000,2 bedroom flat for sale,"Sussex Road, East Ham, London, E6",E6,2.0,51.5325059,0.0664543,"Sussex Rd, London E6, UK"
1469,325000,1 bedroom flat for sale,"Brownhill Road, Catford, London, SE6",SE6,1.0,51.445098,-0.0102798,"Brownhill Rd, London SE6, UK"
1470,325000,2 bedroom apartment for sale,"Campbell Court, Church Lane, KINGSBURY, NW9",NW9,2.0,51.580606,-0.2630928,"Campbell Court, Church Ln, Kingsbury Green, London NW9 8AA, UK"
1471,325000,1 bedroom apartment for sale,"Yeo Street, London, E3",E3,1.0,51.5189655,-0.0177426,"Yeo St, London E3, UK"
1472,325000,1 bedroom apartment for sale,"Bromyard Avenue, London, W3",W3,1.0,51.5097138,-0.2510544,"Bromyard Ave, London W3, UK"
1473,325000,2 bedroom apartment for sale,"Fendt Close, London, E16",E16,2.0,51.5106206,0.0155945,"Fendt Cl, London E16, UK"
1474,325000,Studio flat for sale,"43 Knights Hill, London, SE27",SE27,0.0,51.4305332,-0.1042192,"43 Knights Hill, Norwood, London SE27 0HS, UK"
1475,325000,2 bedroom apartment for sale,"A, Wagner Street, Peckham, London, SE15",SE15,2.0,51.4790895,-0.0539574,"Wagner St, London SE15, UK"
1476,325000,1 bedroom apartment for sale,"Bow Connection, Bow, E3",E3,1.0,51.5281483,-0.0205416,"London E3, UK"
1477,325000,1 bedroom apartment for sale,"Kilby Court, Greenroof Way, LONDON, SE10",SE10,1.0,51.4928556,0.0134395,"Kilby Court, Greenroof Way, London SE10 0PY, UK"
1478,325000,2 bedroom flat for sale,Ridsdale Road London SE20,SE20,2.0,51.4125757,-0.0660169,"Ridsdale Rd, London SE20, UK"
1479,325000,1 bedroom apartment for sale,"Birkbeck Road, London, N17",N17,1.0,51.6005554,-0.071052,"Birkbeck Rd, London N17, UK"
1480,325000,1 bedroom flat for sale,"Stafford Road, London, E7",E7,1.0,51.5417416,0.0392191,"Stafford Rd, London E7, UK"
1481,325000,2 bedroom flat for sale,Kingswood Estate West Dulwich SE21,SE21,2.0,51.429945,-0.0822966,"Kingswood Estate, London SE21, UK"
1482,325000,2 bedroom ground floor flat for sale,"Grove Park Road, London, SE9",SE9,2.0,51.434146,0.0374372,"Grove Park Rd, London SE9, UK"
1483,325000,1 bedroom apartment for sale,"Brecknock Road, Kentish Town, London, N7",N7,1.0,51.5530494,-0.1335937,"Brecknock Rd, London NW5, UK"
1484,325000,2 bedroom apartment for sale,"Mallard Way, Kingsbury, London., NW9",NW9,2.0,51.5742811,-0.264532,"Mallard Way, London NW9, UK"
1485,325000,1 bedroom flat for sale,"Shardeloes Road, New Cross SE14",SE14,1.0,51.4699488,-0.0356796,"Shardeloes Rd, London SE14, UK"
1486,325000,1 bedroom flat for sale,"Glencairn Road, Streatham Common, London, SW16",SW16,1.0,51.4151698,-0.1282131,"Glencairn Rd, London SW16, UK"
1487,325000,1 bedroom apartment for sale,"Gainsborough Road, Woodside Park N12",N12,1.0,51.6159962,-0.182006,"Gainsborough Rd, London N12, UK"
1488,325000,2 bedroom apartment for sale," Pitmaston House, Lewisham Road, London, SE13",SE13,2.0,51.4691726,-0.014023,"London SE13 7NG, UK"
1489,325000,1 bedroom flat for sale,"Gladstone Court Anson Road, NW2",NW2,1.0,51.55489439999999,-0.2299948,"Gladstone Court, 205 Anson Rd, London NW2 4LA, UK"
1490,325000,1 bedroom flat for sale,"Ashville Road, Leytonstone, London, E11",E11,1.0,51.5619831,0.0002509,"Ashville Rd, London, UK"
1491,325000,2 bedroom flat for sale,"Saffron Court, 2A Maryland Park, London, E15",E15,2.0,51.5470873,0.0077475,"Saffron Court, 2A Maryland Park, London E15 1HU, UK"
1492,325000,2 bedroom flat for sale,"Kingswood Estate, West Dulwich, London, SE21",SE21,2.0,51.429945,-0.0822966,"Kingswood Estate, London SE21, UK"
1493,325000,Studio apartment for sale,"New Crane Wharf, 8 New Crane Place, London, E1W",E1W,0.0,51.50555929999999,-0.0541911,"New Crane Wharf, 8 New Crane Pl, London E1W 3TX, UK"
1494,325000,1 bedroom apartment for sale,"Wynne Road, Brixton, London, SW9",SW9,1.0,51.4691762,-0.1130583,"Wynne Rd, London SW9, UK"
1495,325000,2 bedroom flat for sale,"Peckham Rye, Peckham, London, SE15",SE15,2.0,51.4649199,-0.065958,"Peckham Rye, London, UK"
1496,325000,Studio flat for sale,"Woburn Place, London, WC1H",WC1H,0.0,51.5238238,-0.126911,"Woburn Pl, London WC1H, UK"
1497,325000,2 bedroom flat for sale,"Walters Road, South Norwood, London, SE25",SE25,2.0,51.3958213,-0.0837192,"Walter's Rd, London SE25, UK"
1498,325000,Studio apartment for sale,"Kelson House, 8 Schooner Road, Royal Wharf, London, E16",E16,0.0,51.4989479,0.0284777,"Schooner Rd, London E16 2RN, UK"
1499,325000,2 bedroom flat for sale,"Cannock Court, 3 Hawker Place, Walthamstow, Waltham Forest, E17",E17,2.0,51.5936076,-0.0032664,"Cannock Court, 3 Hawker Pl, London E17 4GD, UK"
1500,325000,1 bedroom flat for sale,"Bassingham Road, London, SW18",SW18,1.0,51.4497957,-0.1844111,"Bassingham Rd, London SW18, UK"
1501,325000,2 bedroom apartment for sale,"Chigwell Road, London, E18",E18,2.0,51.5949698,0.0381089,"Chigwell Rd, London E18, UK"
1502,325000,2 bedroom ground floor flat for sale,"Thurlow Park Road, Dulwich, SE21",SE21,2.0,51.4400022,-0.0969519,"Thurlow Park Rd, London SE21, UK"
1503,325000,1 bedroom flat for sale,"Cumberland Mills Square, London, E14",E14,1.0,51.488279,-0.005447700000000001,"Isle of Dogs, London E14 3BJ, UK"
1504,325000,1 bedroom apartment for sale,"New Cross Road, New Cross, SE14",SE14,1.0,51.4753495,-0.0385935,"New Cross Rd, London SE14, UK"
1505,325000,1 bedroom flat for sale,"Effra Court, SW2",SW2,1.0,51.4584251,-0.1178019,"Brixton Hill, London SW2 1RB, UK"
1506,325000,Studio flat for sale,"Charlwood Street, Pimlico, London, SW1V",SW1V,0.0,51.4899544,-0.1388066,"Charlwood St, Pimlico, London SW1, UK"
1507,325000,2 bedroom flat for sale,"Inchmery Road, Catford, London, SE6",SE6,2.0,51.440245,-0.0120789,"Inchmery Rd, London SE6, UK"
1508,300000,3 bedroom apartment for sale,"Randisbourne Gardens, Bromley Road, LONDON, SE6",SE6,3.0,51.4326179,-0.0178435,"Randisbourne Gardens, 13 Bromley Rd, London SE6 3BS, UK"
1509,325000,2 bedroom flat for sale,"St. German's Road, Forest Hill, SE23",SE23,2.0,51.4432452,-0.0397276,"St German's Rd, London SE23, UK"
1510,325000,1 bedroom flat for sale,"116 Mitcham Lane, SW16",SW16,1.0,51.42443309999999,-0.141813,"116 Mitcham Ln, London SW16 6NR, UK"
1511,325000,1 bedroom flat for sale,"Rothesay Avenue, Raynes Park, London, SW20",SW20,1.0,51.4098279,-0.2138979,"Rothesay Ave, Wimbledon Chase, London SW20, UK"
1512,325000,1 bedroom apartment for sale,"Thrale Road, London, SW16",SW16,1.0,51.4263821,-0.143474,"Thrale Rd, London SW16, UK"
1513,325000,1 bedroom flat for sale,"Garratt Lane, Wandsworth, London, SW18",SW18,1.0,51.4534532,-0.1915616,"Garratt Ln, London, UK"
1514,325000,1 bedroom apartment for sale,"Lee High Road, Lee, SE12",SE12,1.0,51.4575543,0.0083844,"Lee High Rd, London SE12, UK"
1515,325000,1 bedroom flat for sale,"LAVENDER HILL, SW11",SW11,1.0,51.4649288,-0.1591542,"Lavender Hill, London SW11, UK"
1516,325000,1 bedroom flat for sale,"180 Clarence Road, London, E5",E5,1.0,51.55575469999999,-0.0558889,"180 Clarence Rd, Lower Clapton, London E5 8DY, UK"
1517,325000,1 bedroom apartment for sale,"Jackson Road, London, N7",N7,1.0,51.5549781,-0.1124656,"Jackson Rd, London N7, UK"
1518,325000,1 bedroom ground floor flat for sale,"Armstrong Road, London, NW10",NW10,1.0,51.5437395,-0.2546124,"Armstrong Rd, London NW10, UK"
1519,325000,1 bedroom ground floor flat for sale,"Victoria Terrace, Old Oak Lane, NW10 6EG",NW10,1.0,51.5281915,-0.2504667,"Victoria Terrace, 6a Old Oak Common Ln, London NW10 6EG, UK"
1520,325000,1 bedroom flat for sale,"1a Brookhill Road, Woolwich, SE18",SE18,1.0,51.4824379,0.0669126,"1 Brookhill Rd, London SE18 6UF, UK"
1521,300000,Studio flat for sale,"Carlton Drive, London, SW15",SW15,0.0,51.4572565,-0.2151812,"Carlton Dr, London SW15, UK"
