,price,type,address,url,agent_url,postcode,full_postcode,number_bedrooms,search_date
0,314995.0,3 bedroom detached house for sale,"Robroyston,
Glasgow City, 
G33 1JR",http://www.rightmove.co.uk/properties/124216652#/?channel=RES_BUY,http://www.rightmove.co.uk/developer/branch/Bellway-Homes-Scotland-West/Ellingwood-249395.html,G33,G33 1JR,3.0,2022-06-29 07:22:53.795003
1,1999995.0,20 bedroom block of apartments for sale,"West Regent Street, City Centre, Glasgow, g2",http://www.rightmove.co.uk/properties/113863475#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Castle-Residential/Paisley-43025.html,g2,,20.0,2022-06-29 07:22:53.795003
2,1275000.0,6 bedroom detached house for sale,"Silverwells Crescent, Bothwell, Glasgow",http://www.rightmove.co.uk/properties/85450677#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Residence-Estate-Agents/Uddingston-107209.html,,,6.0,2022-06-29 07:22:53.795003
3,1100000.0,3 bedroom duplex for sale,"12 Claremont Terrace, Park, G3 7XR",http://www.rightmove.co.uk/properties/123509513#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Corum/West-End-44520.html,G3,G3 7XR,3.0,2022-06-29 07:22:53.795003
4,1100000.0,5 bedroom detached villa for sale,"Beech Road, Lenzie, Glasgow, G66 4HL",http://www.rightmove.co.uk/properties/124387955#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Town-and-Country-Estate-Agents/Glasgow-71794.html,G66,G66 4HL,5.0,2022-06-29 07:22:53.795003
5,1100000.0,5 bedroom detached villa for sale,"Firlands, Elphinstone Road, Whitecraigs",http://www.rightmove.co.uk/properties/124114418#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Nicol-Estate-Agents/Newton-Mearns-55395.html,,,5.0,2022-06-29 07:22:53.795003
6,1100000.0,4 bedroom detached house for sale,"Langside Drive, Glasgow, G43",http://www.rightmove.co.uk/properties/124108937#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Savills/Glasgow-48605.html,G43,,4.0,2022-06-29 07:22:53.795003
7,995000.0,4 bedroom detached villa for sale,"Leebrae, Old Humbie Road, Newton Mearns",http://www.rightmove.co.uk/properties/85463049#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Nicol-Estate-Agents/Newton-Mearns-55395.html,,,4.0,2022-06-29 07:22:53.795003
8,910000.0,4 bedroom town house for sale,"Plot 10 The Willow, The Glades, Bothwell, Glasgow",http://www.rightmove.co.uk/properties/122306519#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Residence-Estate-Agents/Uddingston-107209.html,,,4.0,2022-06-29 07:22:53.795003
9,910000.0,4 bedroom town house for sale,"Plot 4 The Willow, The Glades, Bothwell, Glasgow",http://www.rightmove.co.uk/properties/117149420#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Residence-Estate-Agents/Uddingston-107209.html,,,4.0,2022-06-29 07:22:53.795003
10,900000.0,Land for sale,"Development Opportunity at Boclair Road, Bearsden",http://www.rightmove.co.uk/properties/85543584#/?channel=COM_BUY,http://www.rightmove.co.uk/estate-agents/agent/Corum/Bearsden-44430.html,,,,2022-06-29 07:22:53.795003
11,899000.0,4 bedroom town house for sale,"Plot 6 The Juniper, The Glades, Bothwell, Glasgow",http://www.rightmove.co.uk/properties/117149267#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Residence-Estate-Agents/Uddingston-107209.html,,,4.0,2022-06-29 07:22:53.795003
12,895000.0,5 bedroom detached house for sale,"Thornton Road, Thorntonhall, Glasgow, G74",http://www.rightmove.co.uk/properties/115699127#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Savills/Glasgow-48605.html,G74,,5.0,2022-06-29 07:22:53.795003
13,895000.0,5 bedroom character property for sale,"53 Hamilton Avenue, Pollokshields, G41 4HB",http://www.rightmove.co.uk/properties/124111631#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Corum/Shawlands-44526.html,G41,G41 4HB,5.0,2022-06-29 07:22:53.795003
14,875000.0,3 bedroom duplex for sale,"2/1 28 Park Circus, Park, G3 6AP",http://www.rightmove.co.uk/properties/124435487#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Corum/West-End-44520.html,G3,G3 6AP,3.0,2022-06-29 07:22:53.795003
15,850000.0,4 bedroom detached house for sale,"Titwood Road, Newton Mearns, Glasgow, G77",http://www.rightmove.co.uk/properties/124236950#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Corum/Newton-Mearns-44445.html,G77,,4.0,2022-06-29 07:22:53.795003
16,850000.0,4 bedroom duplex for sale,"Park Circus Place, Glasgow, G3",http://www.rightmove.co.uk/properties/124383428#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Savills/Glasgow-48605.html,G3,,4.0,2022-06-29 07:22:53.795003
17,849999.0,7 bedroom detached villa for sale,"The Lane, Dullatur, Cumbernauld, G68 0AU",http://www.rightmove.co.uk/properties/85541502#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Town-and-Country-Estate-Agents/Glasgow-71794.html,G68,G68 0AU,7.0,2022-06-29 07:22:53.795003
18,845000.0,4 bedroom town house for sale,"Plot 5 The Rowan, The Glades, Bothwell, Glasgow",http://www.rightmove.co.uk/properties/117149234#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Residence-Estate-Agents/Uddingston-107209.html,,,4.0,2022-06-29 07:22:53.795003
19,825000.0,5 bedroom detached villa for sale,"Woodend, Prospect Road, Dullatur, G68 0AN",http://www.rightmove.co.uk/properties/96576112#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Corum/Bearsden-44430.html,G68,G68 0AN,5.0,2022-06-29 07:22:53.795003
20,799995.0,5 bedroom detached house for sale,"Glasgow Road, Uddingston, Glasgow",http://www.rightmove.co.uk/properties/124369127#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Kirkland-Estate-Agents/Uddingston-241925.html,,,5.0,2022-06-29 07:22:53.795003
21,799000.0,6 bedroom equestrian facility for sale,"Langlee Farm, Langlee Road, Newton Mearns, G77",http://www.rightmove.co.uk/properties/85376328#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Savills/Glasgow-48605.html,G77,,6.0,2022-06-29 07:22:53.795003
22,785000.0,6 bedroom detached villa for sale,"Boclair Avenue, Bearsden, Glasgow, G61 2SE",http://www.rightmove.co.uk/properties/123209774#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Town-and-Country-Estate-Agents/Glasgow-71794.html,G61,G61 2SE,6.0,2022-06-29 07:22:53.795003
23,750000.0,Town house for sale,"1 Newton Place, Glasgow, G3 7PR",http://www.rightmove.co.uk/properties/84724701#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Cargill-Property-Consultants/Glasgow-105998.html,G3,G3 7PR,,2022-06-29 07:22:53.795003
24,735000.0,4 bedroom apartment for sale,"Flat 4, 2A Ralston Road, Bearsden, G61 3SS",http://www.rightmove.co.uk/properties/121390898#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Corum/Bearsden-44430.html,G61,G61 3SS,4.0,2022-06-29 07:22:53.795003
25,460000.0,3 bedroom detached bungalow for sale,"Hathaway Drive, Giffnock",http://www.rightmove.co.uk/properties/124381112#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Nicol-Estate-Agents/Newton-Mearns-55395.html,,,3.0,2022-06-29 07:22:53.795003
26,725000.0,4 bedroom character property for sale,"19 Newark Drive, Pollokshields, G41 4QB",http://www.rightmove.co.uk/properties/124426001#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Corum/Shawlands-44526.html,G41,G41 4QB,4.0,2022-06-29 07:22:53.795003
27,720000.0,Land for sale,"Blantyre Farm Road, Uddingston, Glasgow",http://www.rightmove.co.uk/properties/68651208#/?channel=COM_BUY,http://www.rightmove.co.uk/estate-agents/agent/Residence-Estate-Agents/Uddingston-107209.html,,,,2022-06-29 07:22:53.795003
28,700000.0,5 bedroom detached house for sale,"Lynebank Grove, Newton Mearns, Glasgow",http://www.rightmove.co.uk/properties/85433694#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Newton-Mearns-145421.html,,,5.0,2022-06-29 07:22:53.795003
29,695000.0,3 bedroom apartment for sale,"24 Park Circus, Park, Glasgow, G3 6AP",http://www.rightmove.co.uk/properties/123906311#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Ivy-Property/Glasgow-80389.html,G3,G3 6AP,3.0,2022-06-29 07:22:53.795003
30,690000.0,4 bedroom detached house for sale,"Milverton Avenue, Bearsden, Glasgow, G61",http://www.rightmove.co.uk/properties/124105358#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Slater-Hogg-and-Howison/Bearsden-Glasgow-4799.html,G61,,4.0,2022-06-29 07:22:53.795003
31,690000.0,4 bedroom detached house for sale,"East Millichen Farm View Plot 4, Millichen Road, Glasgow",http://www.rightmove.co.uk/properties/124378985#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Bearsden-55557.html,,,4.0,2022-06-29 07:22:53.795003
32,685000.0,4 bedroom detached house for sale,"East Millichen Farm View Plot 11, Millichen Road, Glasgow",http://www.rightmove.co.uk/properties/124423388#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Bearsden-55557.html,,,4.0,2022-06-29 07:22:53.795003
33,680000.0,5 bedroom detached house for sale,"Barrie Avenue, Bothwell, Glasgow",http://www.rightmove.co.uk/properties/85550136#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Residence-Estate-Agents/Uddingston-107209.html,,,5.0,2022-06-29 07:22:53.795003
34,680000.0,4 bedroom detached house for sale,"East Millichen Farm View Plot 6, Millichen Road, Glasgow",http://www.rightmove.co.uk/properties/124395617#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Bearsden-55557.html,,,4.0,2022-06-29 07:22:53.795003
35,679000.0,3 bedroom apartment for sale,"Partickhill Road, Partickhill, Glasgow",http://www.rightmove.co.uk/properties/85710663#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/West-End-85160.html,,,3.0,2022-06-29 07:22:53.795003
36,675000.0,5 bedroom character property for sale,"8 Regent Park Square, Strathbungo, G41 2AG",http://www.rightmove.co.uk/properties/123939716#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Corum/Shawlands-44526.html,G41,G41 2AG,5.0,2022-06-29 07:22:53.795003
37,670000.0,4 bedroom detached house for sale,"East Millichen Farm View Plot 5, Millichen Road, Glasgow",http://www.rightmove.co.uk/properties/124378952#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Bearsden-55557.html,,,4.0,2022-06-29 07:22:53.795003
38,659000.0,5 bedroom detached house for sale,"Off Kilsyth Road, 
Kirkintilloch, 
Glasgow, 
G66",http://www.rightmove.co.uk/properties/124143710#/?channel=RES_BUY,http://www.rightmove.co.uk/developer/branch/Cala-Homes/Beatrice-Meadows-216065.html,G66,,5.0,2022-06-29 07:22:53.795003
39,650000.0,5 bedroom detached house for sale,"Knowehead Drive, Uddingston, Uddingston",http://www.rightmove.co.uk/properties/123287450#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Ross-Sales-and-Lettings/Glasgow-44817.html,,,5.0,2022-06-29 07:22:53.795003
40,645000.0,4 bedroom detached house for sale,"East Millichen Farm View Plot 9, Millichen Road, Glasgow",http://www.rightmove.co.uk/properties/124314131#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Bearsden-55557.html,,,4.0,2022-06-29 07:22:53.795003
41,642500.0,5 bedroom town house for sale,"14 School Drive, Jordanhill, G13 1FE",http://www.rightmove.co.uk/properties/85503612#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Corum/West-End-44520.html,G13,G13 1FE,5.0,2022-06-29 07:22:53.795003
42,642500.0,5 bedroom town house for sale,"Southbrae Drive,
Glasgow,
G13",http://www.rightmove.co.uk/properties/124432004#/?channel=RES_BUY,http://www.rightmove.co.uk/developer/branch/Cala-Homes/Jordanhill-Park-221582.html,G13,,5.0,2022-06-29 07:22:53.795003
43,642500.0,5 bedroom town house for sale,"Southbrae Drive,
Glasgow,
G13",http://www.rightmove.co.uk/properties/124432061#/?channel=RES_BUY,http://www.rightmove.co.uk/developer/branch/Cala-Homes/Jordanhill-Park-221582.html,G13,,5.0,2022-06-29 07:22:53.795003
44,635000.0,3 bedroom apartment for sale,"Penthouse, Beechwood Lea, Thorntonhall",http://www.rightmove.co.uk/properties/123595481#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Nicol-Estate-Agents/Newton-Mearns-55395.html,,,3.0,2022-06-29 07:22:53.795003
45,635000.0,4 bedroom detached house for sale,"East Millichen Farm View Plot 10, Millichen Road, Glasgow",http://www.rightmove.co.uk/properties/124314221#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Bearsden-55557.html,,,4.0,2022-06-29 07:22:53.795003
46,625000.0,4 bedroom penthouse for sale,"The Penthouse, Southbrae Gardens, Jordanhill",http://www.rightmove.co.uk/properties/96604210#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Vanilla-Square/Glasgow-77799.html,,,4.0,2022-06-29 07:22:53.795003
47,615000.0,4 bedroom detached house for sale,"East Millichen Farm View Plot 3, Millichen Road, Glasgow",http://www.rightmove.co.uk/properties/124314032#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Bearsden-55557.html,,,4.0,2022-06-29 07:22:53.795003
48,600000.0,3 bedroom flat for sale,"2/2 15 Park Quadrant, Park, G3 6BF",http://www.rightmove.co.uk/properties/120474344#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Corum/West-End-44520.html,G3,G3 6BF,3.0,2022-06-29 07:22:53.795003
49,595000.0,4 bedroom duplex for sale,"1/1 48 Belmont Street, Kelvinbridge, G12 8EY",http://www.rightmove.co.uk/properties/124197326#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Corum/West-End-44520.html,G12,G12 8EY,4.0,2022-06-29 07:22:53.795003
50,300000.0,3 bedroom detached house for sale,"Birch Knowe, Bishopbriggs, Glasgow, East Dunbartonshire, G64",http://www.rightmove.co.uk/properties/124196573#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Slater-Hogg-and-Howison/Bishopbriggs-4812.html,G64,,3.0,2022-06-29 07:22:53.795003
51,595000.0,5 bedroom detached house for sale,"Greenlaw Drive, Newton Mearns, Glasgow",http://www.rightmove.co.uk/properties/121827980#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Newton-Mearns-145421.html,,,5.0,2022-06-29 07:22:53.795003
52,590000.0,4 bedroom detached villa for sale,"Wyvis Place, Mearnskirk, Newton Mearns",http://www.rightmove.co.uk/properties/85664055#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Nicol-Estate-Agents/Newton-Mearns-55395.html,,,4.0,2022-06-29 07:22:53.795003
53,575000.0,4 bedroom detached villa for sale,"The Lanes, School Road, Torrance, G64 4BZ",http://www.rightmove.co.uk/properties/85504416#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Pacitti-Jones/Bishopbriggs-61319.html,G64,G64 4BZ,4.0,2022-06-29 07:22:53.795003
54,574995.0,5 bedroom detached house for sale,"Eaglesham Road,
Jackton,
G75 8RW",http://www.rightmove.co.uk/properties/124024217#/?channel=RES_BUY,http://www.rightmove.co.uk/developer/branch/Cala-Homes/Sequoia-Meadows-233366.html,G75,G75 8RW,5.0,2022-06-29 07:22:53.795003
55,574995.0,5 bedroom detached house for sale,"Eaglesham Road,
Jackton,
G75 8RW",http://www.rightmove.co.uk/properties/124024280#/?channel=RES_BUY,http://www.rightmove.co.uk/developer/branch/Cala-Homes/Sequoia-Meadows-233366.html,G75,G75 8RW,5.0,2022-06-29 07:22:53.795003
56,570000.0,5 bedroom detached house for sale,"Ninian Crescent, Woodilee Village",http://www.rightmove.co.uk/properties/124441364#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/CODA-Estates-Ltd/Glasgow-78938.html,,,5.0,2022-06-29 07:22:53.795003
57,565000.0,4 bedroom character property for sale,"Cadder Road, Bishopbriggs",http://www.rightmove.co.uk/properties/124286396#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Corum/Bearsden-44430.html,,,4.0,2022-06-29 07:22:53.795003
58,565000.0,4 bedroom semi-detached villa for sale,"Eastwood Avenue, Giffnock, Glasgow, G46 6LS",http://www.rightmove.co.uk/properties/124412048#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Clyde-Property/Clarkston-36444.html,G46,G46 6LS,4.0,2022-06-29 07:22:53.795003
59,565000.0,3 bedroom detached house for sale,"Broomcroft Road, Newton Mearns, Glasgow, G77",http://www.rightmove.co.uk/properties/124365983#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Corum/Newton-Mearns-44445.html,G77,,3.0,2022-06-29 07:22:53.795003
60,560000.0,4 bedroom detached bungalow for sale,"Mearns Road, Newton Mearns",http://www.rightmove.co.uk/properties/124259915#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Nicol-Estate-Agents/Newton-Mearns-55395.html,,,4.0,2022-06-29 07:22:53.795003
61,559000.0,4 bedroom detached villa for sale,"8 Leven Drive, Bearsden, G61 2EE",http://www.rightmove.co.uk/properties/124054478#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Corum/Bearsden-44430.html,G61,G61 2EE,4.0,2022-06-29 07:22:53.795003
62,550000.0,5 bedroom detached bungalow for sale,"Strathearn Road, Clarkston, Glasgow, G76",http://www.rightmove.co.uk/properties/124356905#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Corum/Clarkston-105313.html,G76,,5.0,2022-06-29 07:22:53.795003
63,550000.0,2 bedroom apartment for sale,"Apartment 3 8 Park Circus Place, Park, G3 6AN",http://www.rightmove.co.uk/properties/85584624#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Corum/West-End-44520.html,G3,G3 6AN,2.0,2022-06-29 07:22:53.795003
64,550000.0,2 bedroom flat for sale,"1/2 17 Belhaven Terrace West, Dowanhill, G12 0UL",http://www.rightmove.co.uk/properties/84872787#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Corum/West-End-44520.html,G12,G12 0UL,2.0,2022-06-29 07:22:53.795003
65,545000.0,5 bedroom detached house for sale,"Clydeview, Bothwell, Glasgow",http://www.rightmove.co.uk/properties/85694802#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Kirkland-Estate-Agents/Uddingston-241925.html,,,5.0,2022-06-29 07:22:53.795003
66,545000.0,3 bedroom semi-detached house for sale,"North Erskine Park, Bearsden, East Dunbartonshire, G61 4LZ",http://www.rightmove.co.uk/properties/124035932#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Clyde-Property/Bearsden-28226.html,G61,G61 4LZ,3.0,2022-06-29 07:22:53.795003
67,535000.0,2 bedroom apartment for sale,"Kibble Heights, Fergus Drive, Glasgow, G20",http://www.rightmove.co.uk/properties/124444529#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Savills-New-Homes/Glasgow-48758.html,G20,,2.0,2022-06-29 07:22:53.795003
68,525000.0,4 bedroom character property for sale,"East Wing, Beneffrey Hall, 124B Springkell Avenue, Pollokshields, G41 4EU",http://www.rightmove.co.uk/properties/85434231#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Corum/Shawlands-44526.html,G41,G41 4EU,4.0,2022-06-29 07:22:53.795003
69,525000.0,6 bedroom detached house for sale,"Wester Balmuildy Farm, Balmore Road, Glasgow, G23 5HD",http://www.rightmove.co.uk/properties/112543700#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Harley-Estate-Agents/Covering-Scotland-225827.html,G23,G23 5HD,6.0,2022-06-29 07:22:53.795003
70,520000.0,5 bedroom detached house for sale,"Henderland Road, Bearsden, East Dunbartonshire, G61 1AH",http://www.rightmove.co.uk/properties/85407552#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Harley-Estate-Agents/Covering-Scotland-225827.html,G61,G61 1AH,5.0,2022-06-29 07:22:53.795003
71,504995.0,4 bedroom detached house for sale,"Redwood Drive, 
East Kilbride, 
GLASGOW, 
SOUTH LANARKSHIRE, 
G74",http://www.rightmove.co.uk/properties/124394474#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-67544.html,G74,,4.0,2022-06-29 07:22:53.795003
72,,Land for sale,"Duke Street, Glasgow",http://www.rightmove.co.uk/properties/108965651#/?channel=COM_BUY,http://www.rightmove.co.uk/estate-agents/agent/Macallans/Glasgow-188612.html,,,,2022-06-29 07:22:53.795003
73,499995.0,4 bedroom detached house for sale,"Arisdale Crescent, Glasgow, G77",http://www.rightmove.co.uk/properties/124089320#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Corum/Newton-Mearns-44445.html,G77,,4.0,2022-06-29 07:22:53.795003
74,495000.0,4 bedroom detached villa for sale,"Maidenhill Grove, Newton Mearns, Glasgow, G77",http://www.rightmove.co.uk/properties/124318796#/?channel=RES_BUY,,G77,,4.0,2022-06-29 07:22:53.795003
75,175000.0,3 bedroom end of terrace house for sale,"Gartloch Road, Gartcosh, Glasgow, North Lanarkshire, G69",http://www.rightmove.co.uk/properties/96654910#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Slater-Hogg-and-Howison/Dennistoun-Glasgow-4865.html,G69,,3.0,2022-06-29 07:22:53.795003
76,490000.0,4 bedroom detached bungalow for sale,"The Lane, Dullatur, G68",http://www.rightmove.co.uk/properties/85441389#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/K-Property/Cumbernauld-95888.html,G68,,4.0,2022-06-29 07:22:53.795003
77,489995.0,4 bedroom detached house for sale,"Powburn Crescent, Uddingston, Glasgow , G71 7SS",http://www.rightmove.co.uk/properties/85689225#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Clyde-Property/Bothwell-13754.html,G71,G71 7SS,4.0,2022-06-29 07:22:53.795003
78,486995.0,3 bedroom apartment for sale,"Southbrae Drive,
Glasgow,
G13",http://www.rightmove.co.uk/properties/124432742#/?channel=RES_BUY,http://www.rightmove.co.uk/developer/branch/Cala-Homes/Jordanhill-Park-221582.html,G13,,3.0,2022-06-29 07:22:53.795003
79,485000.0,3 bedroom apartment for sale,"Drymen Road, Bearsden, Glasgow",http://www.rightmove.co.uk/properties/122441060#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Bearsden-55557.html,,,3.0,2022-06-29 07:22:53.795003
80,475000.0,5 bedroom character property for sale,"19 Torridon Avenue, Dumbreck, G41 5AX",http://www.rightmove.co.uk/properties/123999449#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Corum/Shawlands-44526.html,G41,G41 5AX,5.0,2022-06-29 07:22:53.795003
81,475000.0,5 bedroom detached villa for sale,"Killermont Road, Bearsden, Glasgow, G61 2NG",http://www.rightmove.co.uk/properties/123839861#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Town-and-Country-Estate-Agents/Glasgow-71794.html,G61,G61 2NG,5.0,2022-06-29 07:22:53.795003
82,475000.0,5 bedroom detached house for sale,"Cortmalaw Gate, Glasgow",http://www.rightmove.co.uk/properties/85344207#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Bearsden-55557.html,,,5.0,2022-06-29 07:22:53.795003
83,475000.0,4 bedroom detached house for sale,"St. Ronans Drive, Waverley Park, Glasgow",http://www.rightmove.co.uk/properties/123943205#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Shawlands-176243.html,,,4.0,2022-06-29 07:22:53.795003
84,475000.0,4 bedroom apartment for sale,"Dalziel Drive, Pollokshields, Glasgow",http://www.rightmove.co.uk/properties/124194281#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Shawlands-176243.html,,,4.0,2022-06-29 07:22:53.795003
85,474995.0,3 bedroom apartment for sale,"Southbrae Drive,
Glasgow,
G13",http://www.rightmove.co.uk/properties/124432415#/?channel=RES_BUY,http://www.rightmove.co.uk/developer/branch/Cala-Homes/Jordanhill-Park-221582.html,G13,,3.0,2022-06-29 07:22:53.795003
86,474950.0,5 bedroom detached house for sale,"Carrick Drive, Mount Vernon, G32 0RW",http://www.rightmove.co.uk/properties/85699359#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Keys-Estate-Agents/Glasgow-137684.html,G32,G32 0RW,5.0,2022-06-29 07:22:53.795003
87,470000.0,3 bedroom detached house for sale,"Hillside Drive, Glasgow",http://www.rightmove.co.uk/properties/124123814#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Yopa/Scotland-77046.html,,,3.0,2022-06-29 07:22:53.795003
88,467495.0,4 bedroom duplex for sale,"Ayr Road, 
Malletsheugh, 
Newton Mearns 
G77 6RT",http://www.rightmove.co.uk/properties/124111937#/?channel=RES_BUY,http://www.rightmove.co.uk/developer/branch/Mactaggart-and-Mickel/Stewart-Gardens-206408.html,G77,G77 6RT,4.0,2022-06-29 07:22:53.795003
89,460000.0,3 bedroom detached bungalow for sale,"Hathaway Drive, Giffnock",http://www.rightmove.co.uk/properties/124381112#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Nicol-Estate-Agents/Newton-Mearns-55395.html,,,3.0,2022-06-29 07:22:53.795003
90,460000.0,4 bedroom detached house for sale,"Abbotsford Gardens, Newton Mearns, Glasgow, G77 6FJ",http://www.rightmove.co.uk/properties/124382864#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Clyde-Property/Clarkston-36444.html,G77,G77 6FJ,4.0,2022-06-29 07:22:53.795003
91,460000.0,11 bedroom detached house for sale,"20 Craigpark Terrace, , Dennistoun, G31 2LZ",http://www.rightmove.co.uk/properties/78182503#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/McEwan-Fraser-Legal/Edinburgh-68041.html,G31,G31 2LZ,11.0,2022-06-29 07:22:53.795003
92,460000.0,5 bedroom detached villa for sale,"Lavender Drive, Newton Mearns",http://www.rightmove.co.uk/properties/85664475#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Nicol-Estate-Agents/Newton-Mearns-55395.html,,,5.0,2022-06-29 07:22:53.795003
93,459000.0,3 bedroom semi-detached house for sale,"Prince Albert Road, Dowanhill, Glasgow",http://www.rightmove.co.uk/properties/85721829#/?channel=RES_BUY,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/West-End-85160.html,,,3.0,2022-06-29 07:22:53.795003
